S/N,Order #,Tracking #,AWB,Carrier,Company,Order Sources,Creation Date,Pending Since,Delivery Date
"2712",="26011541YQ7V3U","CLL3REB115657182 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2713",="2601154219QM8K","CLL3LGM115657183 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2714",="26011541X4NVYT","CLL3REB115657184 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2715",="582123648629966845","CLL3MNE115657187 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2716",="26011542CQXRJ3","CLL3MNE115657194","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2717",="26011542HVYSP9","CLL3MNE115657195","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2718",="26011541XWEFR1","CLL3MNE115657200 $","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2719",="26011542H47BUW","CLL3MNE115657201","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2720",="260115423EENFA","CLL3MNE115657205 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2721",="260115423DGJ89","CLL3REB115657207 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2722",="26011541XPS7ME","CLL3MNE115657208 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2723",="260115422C3FK3","CLL3ARA115657209 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2724",="582123874575877765","CLL3MNE115657211","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2725",="582123738851476798","CLL3MNE115657213 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2726",="260115422E0E0T","CLL3MNE115657212 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2727",="26011541YHFRUY","CLL3MNE115657214 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2728",="26011541Y9VTXH","CLL3MNE115657215 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2729",="26011542DQECHC","CLL3ARA115657219","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2730",="2601154208BDU4","CLL3MNE115657218 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2731",="260115423EENF9","CLL3REB115657220 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2732",="2601154233X0HF","CLL3MNE115657221 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2733",="26011542N130V3","CLL3MNE115657223","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2734",="260115422QGRD5","CLL3MNE115657225 $","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2735",="582123780875061156","CLL3MNE115657226","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2736",="26011542QWKU96","CLL3REB115657242","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2737",="260115426RAW70","CLL3MNE115657244 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2738",="26011542N5VJMF","CLL3MNE115657243","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2739",="26011542RFRFF6","CLL3MNE115657248","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2740",="260115425YGH9N","CLL3REB115657249 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2741",="260115426W19FT","CLL3MNE115657250 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2742",="582123874360984628","CLL3LGM115657251 $","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mentholatum Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2743",="260115428HGM2S","CLL3ARA115657252 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2744",="260115426PDDF3","CLL3MNE115657254 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2745",="26011542QBHDV5","CLL3LGM115657259","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2746",="260115426T5NYE","CLL3MNE115657260 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2747",="582123738447250796","CLL3REB115657263","","Flash Express Philippines","Rebisco Marketplace Laguna","Tiktok Philippines (Rebisco Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2748",="260115425UPHAX","CLL3ARA115657265 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2749",="26011542PW55QK","CLL3MNE115657267","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2750",="260115424859VM","CLL3REB115657271 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2751",="26011542M8B33H","CLL3MNE115657274","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2752",="260115424B0UTH","CLL3MNE115657275 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2753",="260115427WG1W9","CLL3MNE115657277 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2754",="26011542RMGQ1C","CLL3LGM115657282","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Columbia Candies Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2755",="26011542Q5SA6C","CLL3MNE115657288","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2756",="260115426S8NF6","CLL3MNE115657289 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2757",="2601154279EVHU","CLL3MNE115657290 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2758",="26011542QK3UBS","CLL3MNE115657292","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2759",="2601154289WX6B","CLL3MNE115657294 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2760",="2601154280A127","CLL3REB115657297 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2761",="1073354914327807","CLL3ARA115657303","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2762",="582123749906220324","CLL3MNE115657304 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2763",="1073352130276528","CLL3ARA115657308 $","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2764",="582123868986508753","CLL3MNE115657313 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2765",="26011542TBTQWM","CLL3MNE115657314","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2766",="582123889497572892","CLL3MNE115657315 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2767",="582123928367236760","CLL3MNE115657316 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2768",="582123879399392940","CLL3MNE115657318 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2769",="26011542TFNAKV","CLL3MNE115657339","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2770",="26011542PQFY5V","CLL3REB115657346","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2771",="26011542K6XVWG","CLL3MNE115657348","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2772",="26011541QQN6Y5","CLL3MNE115657354","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2773",="26011542H80QKR","CLL3MNE115657355","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2774",="582123867479573711","CLL3MNE115657365 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2775",="582123792447669735","CLL3MNE115657366","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2776",="260115429WCASD","CLL3MNE115657381 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2777",="26011542XJ8D9W","CLL3MNE115657382","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2778",="26011542S6M78R","CLL3ARA115657386","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2779",="26011542WTCV21","CLL3ARA115657389","","J&T Cargo","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2780",="26011542U1Q493","CLL3ARA115657392","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2781",="26011542XRX5QA","CLL3LGM115657394","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2782",="26011542D0HGRB","CLL3MNE115657398 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2783",="582123849000584610","CLL3MNE115657400 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2784",="26011542CXP0V3","CLL3MNE115657402 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2785",="26011542YNH0VG","CLL3ARA115657403","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2786",="26011542DY3QC9","CLL3MNE115657404 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2787",="260115429E4E0F","CLL3MNE115657405 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2788",="26011542TT3DJW","CLL3REB115657406","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2789",="26011542DRDHR7","CLL3REB115657407 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2790",="26011542YGU2JM","CLL3LGM115657409","","J&T Cargo","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2791",="26011542WMQ1WR","CLL3MNE115657410","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2792",="260115429KT86Y","CLL3MNE115657411 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2793",="26011542UG250R","CLL3LGM115657414","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2794",="26011542E9H7DR","CLL3MNE115657416 $","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2795",="26011542BB6UA0","CLL3ARA115657417 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2796",="26011542E7P29K","CLL3MNE115657418 $","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2797",="26011542U2NWMX","CLL3MNE115657426","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2798",="26011542XEE8T2","CLL3MNE115657433","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2799",="26011542AAQQ5D","CLL3LGM115657437 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Columbia Candies Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2800",="1064991431536712","CLL3LGM115657441","","LEX PH","LAGUNA MAIN COMPANY","Lazada Philippines (Columbia Candies Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2801",="582123909461345310","CLL3GNC115657442 $","","J&T Express","Green Cross","Tiktok Philippines (Greencross Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2802",="582123915244635198","CLL3ARA115657443 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2803",="582123828042827576","CLL3REB115657444 $","","J&T Express","Rebisco Marketplace Laguna","Tiktok Philippines (Rebisco Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2804",="582123888621749667","CLL3LGM115657452 $","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mentholatum Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2805",="26011542B5D45A","CLL3MNE115657457 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2806",="582123912024786180","CLL3MNE115657460","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2807",="1073348167148183","CLL3MNE115657461","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2808",="582123900960998855","CLL3MNE115657462 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2809",="26011542FPDGGN","CLL3MNE115657468 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2810",="26011542GADU25","CLL3MNE115657469 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2811",="26011542JKV82Y","CLL3MNE115657472 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2812",="582123885418153355","CLL3LGM115657473","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mentholatum Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2813",="26011542G6JSDK","CLL3MNE115657474 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2814",="26011542FMGNYG","CLL3MNE115657476 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2815",="26011542HGJGPF","CLL3LGM115657478 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Columbia Candies Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2816",="26011542GACWKQ","CLL3MNE115657480 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2817",="260115433R8P1F","CLL3MNE115657482","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2818",="26011542FJJ7TK","CLL3MNE115657484 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2819",="582123810235122787","CLL3MNE115657488 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2820",="582123894167734110","CLL3REB115657491","","Flash Express Philippines","Rebisco Marketplace Laguna","Tiktok Philippines (Rebisco Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2821",="26011542F6555H","CLL3REB115657493 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2822",="582123877506189180","CLL3GNC115657499 $","","J&T Express","Green Cross","Tiktok Philippines (Greencross Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2823",="260115434KVM08","CLL3LGM115657500","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2824",="260115434PPRH5","CLL3ARA115657502","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2825",="26011542EXK00X","CLL3REB115657504 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2826",="26011542GVGCT9","CLL3REB115657506 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2827",="26011543158J6B","CLL3LGM115657509","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Columbia Candies Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2828",="260115431QDADX","CLL3ARA115657510","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2829",="26011542GCB67H","CLL3LGM115657517 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2830",="26011542KVTJVF","CLL3REB115657518 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2831",="2601154321TJKB","CLL3MNE115657520","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2832",="260115431XXXEY","CLL3MNE115657521","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2833",="260115431XYFCY","CLL3REB115657522","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2834",="2601154324Q99B","CLL3ARA115657527","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2835",="26011542Q7N0JM","CLL3MNE115657529 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2836",="26011542Q6PGXC","CLL3MNE115657530 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2837",="26011542QN10J3","CLL3MNE115657533 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2838",="582123974604523061","CLL3REB115657537 $","","J&T Express","Rebisco Marketplace Laguna","Tiktok Philippines (Rebisco Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2839",="582123987066062237","CLL3LGM115657539 $","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mccormick Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2840",="1073348180076285","CLL3REB115657542 $","","LEX PH","Rebisco Marketplace Laguna","Lazada Philippines (Rebisco Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2841",="1064986852860073","CLL3MNE115657551 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2842",="1064993813365506","CLL3MNE115657553 $","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2843",="582123960970610345","CLL3MNE115657556 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2844",="26011542MFWQBB","CLL3MNE115657561 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2845",="26011542Q20562","CLL3MNE115657563 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2846",="260115438A50R8","CLL3MNE115657562","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2847",="260115438QGSKK","CLL3REB115657565","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2848",="2601154322U7JD","CLL3ARA115657566","","Other logistics provider","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
